delta_t_min,incl_deg,raan_deg,ecc,argp_deg,M_deg,mean_motion_rev_per_day,x_sgp4,y_sgp4,z_sgp4,vx_sgp4,vy_sgp4,vz_sgp4
770.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-34304.6318155133,-62743.38636371251,82685.748448466,0.2522825599592003,-1.3530890991633109,0.6815076192191092
775.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-34228.52418795319,-63148.57199900627,82889.2447098164,0.2554028867935765,-1.3473530365380977,0.6739631918159276
780.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-34151.48611377236,-63552.039047726044,83090.48486449786,0.2584855599440511,-1.3416369906405767,0.6664747960813282
785.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-34073.528796833554,-63953.79348764325,83289.48559840162,0.2615312219008129,-1.3359407419302205,0.6590415627769989
790.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33994.66325046838,-64353.841230893915,83486.26333929959,0.2645404997998287,-1.3302640728519826,0.6516626411198637
795.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33914.900302024675,-64752.18812457133,83680.83426230689,0.2675140058803084,-1.324606767839903,0.6443371982766531
800.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33834.250597255115,-65148.839951333066,83873.21429519585,0.2704523379262484,-1.3189686133185663,0.637064418875228
805.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33752.7246046125,-65543.80242998783,84063.41912356579,0.2733560796914938,-1.3133493977028374,0.629843504532047
810.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33670.332619383036,-65937.08121610261,84251.46419587346,0.2762258013104726,-1.3077489113956993,0.6226736733951074
815.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33587.08476772228,-66328.68190259454,84437.36472832807,0.2790620596939926,-1.302166946784589,0.6155541597018176
820.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33502.99101056371,-66718.61002032843,84621.13570965629,0.2818653989113858,-1.2966032982362077,0.6084842133511847
825.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33418.06114742192,-67106.87103870884,84802.79190574038,0.2846363505592194,-1.291057762089985,0.6014630994897863
830.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33332.30482008164,-67493.4703662714,84982.34786413466,0.2873754341173472,-1.2855301366502758,0.5944900981110317
835.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33245.731516172265,-67878.41335127756,85159.81791846312,0.2900831572928958,-1.2800202221773396,0.5875645036671742
840.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33158.35057267237,-68261.70528229084,85335.21619270279,0.2927600163518992,-1.274527820877403,0.5806856246936178
845.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-33070.1711792703,-68643.35138877115,85508.55660535578,0.295406496440511,-1.2690527368915498,0.5738527834450761
850.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32981.202381685085,-69023.35684164132,85679.85287351423,0.2980230718943536,-1.2635947762839372,0.5670653155430939
855.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32891.45308483325,-69401.72675387708,85849.1185168206,0.300610206538607,-1.2581537470289426,0.5603225696345971
860.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32800.932055971774,-69778.46618106545,86016.3668613278,0.3031683539769065,-1.2527294589978295,0.5536239070609743
865.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32709.647927689904,-70153.5801219875,86181.61104326074,0.3056979578718161,-1.2473217239444574,0.5469687015373792
870.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32617.609200890067,-70527.07351916454,86344.8640126836,0.3081994522147647,-1.2419303554906789,0.540356338841848
875.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32524.82424762757,-70898.95125942772,86506.13853707527,0.3106732615881922,-1.236555169110917,0.5337862165138985
880.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32431.30131388901,-71269.21817447622,86665.44720481518,0.3131198014188524,-1.231195982116303,0.5272577435622419
885.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32337.048522329947,-71637.87904141394,86822.80242858344,0.3155394782222904,-1.2258526136385115,0.5207703401813296
890.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32242.073874895425,-72004.93858330266,86978.21644867644,0.3179326898401994,-1.2205248846129917,0.5143234374763751
895.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32146.38525539504,-72370.40146969854,87131.70133624187,0.3202998256697274,-1.2152126177619418,0.5079164771965812
900.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-32049.990431999573,-72734.27231718828,87283.26899643424,0.3226412668856346,-1.2099156375769191,0.5015489114762827
905.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31952.8970596794,-73096.55568991695,87432.93117149433,0.3249573866552616,-1.2046337703011938,0.4952202025837113
910.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31855.112682583716,-73457.25610010784,87580.699443754,0.3272485503466381,-1.199366843911882,0.4889298226771513
915.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31756.64473633433,-73816.37800858881,87726.58523856911,0.3295151157304336,-1.1941146881017477,0.4826772535681836
920.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31657.50055029334,-74173.92582529678,87870.5998271824,0.3317574331750446,-1.1888771342609774,0.4764619864918316
925.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31557.68734974476,-74529.90390979049,88012.75432951798,0.33397584583607,-1.1836540154586797,0.470283521883326
930.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31457.21225805017,-74884.31657174417,88153.05971691057,0.3361706898394486,-1.1784451664243738,0.4641413691612842
935.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31356.08229869719,-75237.1680714577,88291.5268147698,0.3383422944597872,-1.1732504235291534,0.4580350465171021
940.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31254.304397367723,-75588.46262033183,88428.16630518262,0.3404909822920919,-1.1680696247670923,0.4519640807103053
945.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31151.88538389852,-75938.20438136019,88562.98872945525,0.34261706941916,-1.16290260973633,0.4459280068697205
950.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-31048.831994210963,-76286.39746960884,88696.00449059578,0.3447208655735971,-1.1577492196202082,0.4399263683002171
955.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30945.150872198046,-76633.04595268775,88827.22385574014,0.3468026742948732,-1.1526092971684134,0.4339587162948704
960.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30840.84857155628,-76978.15385121979,88956.65695852232,0.3488627930818035,-1.1474826866780683,0.4280246099523601
965.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30735.931557589367,-77321.7251392978,89084.31380139018,0.3509015135402129,-1.1423692339749285,0.4221236159994221
970.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30630.406208935052,-77663.76374494912,89210.20425786934,0.3529191215267144,-1.1372687863944355,0.4162553086181955
975.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30524.278819283765,-78004.27355058058,89334.33807477553,0.3549158972877309,-1.1321811927629843,0.4104192692783166
980.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30417.555599038653,-78343.25839342464,89456.72487437702,0.3568921155946767,-1.1271063033791646,0.404615086573591
985.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30310.242676935195,-78680.72206598088,89577.3741565096,0.3588480458752008,-1.1220439699950513,0.3988423560630945
990.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30202.346101644463,-79016.66831644227,89696.2953006433,0.3607839523402755,-1.116994045797692,0.3931006801165879
995.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-30093.87184328229,-79351.10084913812,89813.49756790437,0.3627000941084086,-1.1119563853904113,0.3873896677640705
1000.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29984.825794966702,-79684.02332493848,89928.99010305227,0.3645967253250782,-1.1069308447745976,0.3817089345493764
1005.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29875.21377422342,-80015.43936175178,90042.7819364338,0.3664740952804189,-1.1019172813302385,0.3760581023866137
1010.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29765.041524567405,-80345.35253465993,90154.88198578807,0.3683324485203232,-1.09691555380181,0.3704367994257756
1015.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29654.314716721445,-80673.76637674477,90265.29905823318,0.3701720249595724,-1.0919255222739093,0.3648446599108668
1020.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29543.038950120714,-81000.68437919572,90374.04185198087,0.3719930599867208,-1.0869470481576595,0.3592813240531274
1025.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29431.21975420929,-81326.10999178718,90481.11895813327,0.37379578456878,-1.0819799941716672,0.3537464379016865
1030.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29318.862589770608,-81650.04662326106,90586.53886241632,0.3755804253520284,-1.0770242243244017,0.3482396532188079
1035.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29205.972850196267,-81972.49764171717,90690.3099468762,0.3773472047604318,-1.0720796038965656,0.3427606273583488
1040.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-29092.55586274559,-82293.46637498972,90792.4404915402,0.3790963410910601,-1.067145999423704,0.3373090231473675
1045.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28978.61688976299,-82612.95611102454,90892.93867604125,0.380828048607055,-1.0622232786788994,0.3318845087707461
1050.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28864.161129880864,-82930.97009824605,90991.81258121002,0.3825425376278725,-1.0573113106556649,0.3264867576587765
1055.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28749.19371919566,-83247.5115459196,91089.0701906324,0.3842400146170473,-1.0524099655510006,0.321115448377579
1060.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28633.71973239509,-83562.58362451589,91184.71939217504,0.3859206822678633,-1.047519114748502,0.3157702645223157
1065.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28517.74418389531,-83876.18946605902,91278.7679794791,0.3875847395862506,-1.0426386308017768,0.3104508946130683
1070.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28401.27202892397,-84188.3321644794,91371.22365342305,0.3892323819718062,-1.0377683874178982,0.3051570319933331
1075.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28284.308164599403,-84499.01477595449,91462.0940235558,0.3908638012963955,-1.032908259441104,0.2998883747310536
1080.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28166.857430976674,-84808.2403192486,91551.38660949995,0.3924791859807626,-1.0280581228366157,0.2946446255220888
1085.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-28048.924612050178,-85116.0117760546,91639.10884232678,0.39407872106935,-1.0232178546745296,0.2894254915960853
1090.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27930.51443679952,-85422.33209130858,91725.26806590312,0.3956625883023467,-1.018387333114164,0.2842306846246523
1095.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27811.631580130623,-85727.20417352846,91809.8715382114,0.3972309661868256,-1.013566437388195,0.2790599206317852
1100.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27692.28066385747,-86030.63089512612,91892.92643264256,0.3987840300652795,-1.0087550477872445,0.2739129199064826
1105.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27572.466257623375,-86332.61509272947,91974.43983926346,0.4003219521828262,-1.0039530456444368,0.2687894069174616
1110.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27452.192879856033,-86633.15956748214,92054.41876605868,0.4018449017520425,-0.9991603133203844,0.2636891102299468
1115.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27331.464998626623,-86932.26708536186,92132.8701401484,0.4033530450169963,-0.9943767341879686,0.2586117624244698
1120.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27210.287032554705,-87229.94037747657,92209.80080898106,0.4048465453148748,-0.9896021926175976,0.2535571000175766
1125.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-27088.663351665626,-87526.18214036235,92285.21754150328,0.4063255631363637,-0.9848365739624912,0.2485248633844643
1130.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26966.59827824267,-87820.99503627501,92359.12702930695,0.4077902561843279,-0.9800797645441828,0.2435147966834277
1135.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26844.09608764601,-88114.38169348154,92431.53588775304,0.4092407794311716,-0.9753316516381147,0.2385266477820907
1140.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26721.161009121737,-88406.34470654502,92502.4506570748,0.4106772851746612,-0.9705921234594352,0.233560168185389
1145.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26597.797226614068,-88696.88663659911,92571.87780345808,0.4120999230921091,-0.9658610691490392,0.2286151129652204
1150.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26474.008879521905,-88986.01001163125,92639.82372010245,0.4135088402936275,-0.9611383787595909,0.2236912406917385
1155.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26349.800063484203,-89273.71732674721,92706.2947282605,0.4149041813735611,-0.9564239432419134,0.2187883133662509
1160.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26225.174831094933,-89560.01104444846,92771.29707825804,0.4162860884612106,-0.9517176544312814,0.2139060963556524
1165.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-26100.137192675167,-89844.8935948845,92834.83695049456,0.4176547012695367,-0.947019405034202,0.2090443583283778
1170.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25974.691116962054,-90128.36737612051,92896.92045642498,0.4190101571433714,-0.9423290886150394,0.2042028711918148
1175.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25848.840531823706,-90410.43475439018,92957.55363952198,0.420352591106012,-0.9376465995829744,0.199381410031148
1180.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25722.589324945817,-90691.09806434844,93016.74247622186,0.4216821359048205,-0.932971833179054,0.1945797530495893
1185.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25595.941344511524,-90970.359609318,93074.4928768505,0.4229989220556265,-0.9283046854634216,0.18979768150996
1190.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25468.900399870818,-91248.2216615323,93130.81068653388,0.4243030778860217,-0.9236450533027128,0.1850349796775859
1195.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25341.47026216714,-91524.68646238194,93185.70168609051,0.4255947295778982,-0.9189928343574616,0.1802914347644815
1200.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25213.65466500061,-91799.7562226449,93239.1715929076,0.4268740012084524,-0.9143479270698722,0.1755668368747607
1205.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-25085.457305040574,-92073.43312272216,93291.2260618015,0.4281410147905909,-0.9097102306515727,0.1708609789512876
1210.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24956.881842650517,-92345.7193128646,93341.87068586131,0.4293958903121118,-0.9050796450716164,0.166173656723484
1215.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24827.931902467757,-92616.61691340477,93391.110997278,0.4306387457742735,-0.9004560710444663,0.1615046686562963
1220.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24698.611074023825,-92886.12801497032,93438.95246815794,0.4318696972289395,-0.8958394100183712,0.1568538159002934
1225.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24568.922912297257,-93154.2546787108,93485.40051132106,0.433088858815372,-0.8912295641636085,0.1522209022428259
1230.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24438.870938303415,-93420.99893650592,93530.46048108608,0.4342963427956983,-0.8866264363610945,0.1476057340602906
1235.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24308.4586396378,-93686.36279118226,93574.13767403974,0.4354922595898751,-0.8820299301909543,0.1430081202713856
1240.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24177.68947102512,-93950.34821672112,93616.4373297932,0.4366767178096731,-0.8774399499213055,0.1384278722914011
1245.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-24046.566854865803,-94212.95715846022,93657.36463172492,0.4378498242917926,-0.8728564004972085,0.133864803987496
1250.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23915.094181757857,-94474.1915332982,93696.9247077094,0.4390116841303367,-0.8682791875296757,0.1293187316349039
1255.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23783.274811025407,-94734.0532298896,93735.12263083436,0.4401624007083797,-0.8637082172848796,0.1247894738741051
1260.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23651.112071201456,-94992.54410884665,93771.9634201035,0.4413020757291259,-0.8591433966733274,0.1202768516688902
1265.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23518.60926054833,-95249.66600292647,93807.4520411282,0.4424308092459174,-0.8545846332393725,0.1157806882653061
1270.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23385.769647566292,-95505.4207172147,93841.5934068064,0.4435486996915802,-0.8500318351508288,0.1113008091514855
1275.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23252.59647142092,-95759.81002932556,93874.39237798896,0.4446558439077301,-0.8454849111883861,0.1068370420182925
1280.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-23119.0929424699,-96012.83568957032,93905.85376413632,0.4457523371724553,-0.8409437707356198,0.1023892167208201
1285.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22985.26224269782,-96264.49942114498,93935.9823239613,0.4468382732280877,-0.8364083237687584,0.0979571652406611
1290.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22851.107526198382,-96514.80292030006,93964.782766062,0.4479137443078663,-0.8318784808467997,0.0935407216489779
1295.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22716.63191958818,-96763.74785652332,93992.25974954404,0.4489788411625042,-0.8273541531014711,0.0891397220703251
1300.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22581.83852248028,-97011.33587270194,94018.41788463094,0.4500336530855739,-0.8228352522276154,0.0847540046472184
1305.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22446.73040789207,-97257.5685852962,94043.26173326482,0.451078267938814,-0.8183216904734157,0.0803834095054353
1310.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22311.31062270567,-97502.44758449678,94066.79580969676,0.45211277217635,-0.8138133806309975,0.0760277787200099
1315.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22175.582188043372,-97745.97443439628,94089.02458106636,0.4531372508690246,-0.8093102360267922,0.0716869562819236
1320.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-22039.548099711963,-97988.15067314096,94109.95246797244,0.4541517877275432,-0.8048121705123455,0.0673607880654762
1325.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21903.211328588175,-98228.97781309143,94129.58384503306,0.4551564651255331,-0.800319098454992,0.0630491217963014
1330.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21766.57482104413,-98468.4573409699,94147.92304143656,0.4561513641216971,-0.7958309347288496,0.058751807020036
1335.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21629.641499302663,-98706.5907180194,94164.97434148358,0.4571365644819943,-0.7913475947056073,0.0544686950716028
1340.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21492.414261838545,-98943.3793801477,94180.74198511892,0.4581121447008956,-0.7868689942456751,0.0501996390451162
1345.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21354.89598376194,-99178.82473807204,94195.23016845567,0.4590781820222634,-0.7823950496893526,0.0459444937643775
1350.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21217.08951719085,-99412.92817746189,94208.44304428982,0.4600347524598067,-0.7779256778480835,0.0417031157539503
1355.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-21078.997691607256,-99645.69105908122,94220.38472260616,0.4609819308171571,-0.7734607959957531,0.0374753632108084
1360.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20940.623314219072,-99877.1147189257,94231.05927107674,0.461919790707419,-0.7690003218601268,0.0332610959765442
1365.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20801.96917032002,-100107.20046835663,94240.47071554976,0.4628484045722502,-0.7645441736144011,0.0290601755101071
1370.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20663.038023649464,-100335.9495942312,94248.62304053124,0.4637678437004843,-0.7600922698688563,0.0248724648610738
1375.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20523.832616701024,-100563.36335903966,94255.52018965856,0.4646781782466949,-0.7556445296623996,0.020697828643451
1380.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20384.355671101403,-100789.44300102428,94261.16606616596,0.4655794772487721,-0.7512008724545304,0.0165361330099583
1385.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20244.609887905783,-101014.18973431208,94265.56453334288,0.4664718086457113,-0.7467612181170281,0.0123872456268267
1390.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-20104.59794796064,-101237.60474903036,94268.719414984,0.4673552392944629,-0.7423254869260598,0.0082510356490591
1395.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19964.32251218983,-101459.68921143404,94270.63449583296,0.4682298349869486,-0.7378935995540391,0.0041273736961845
1400.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19823.786221945866,-101680.44426401657,94271.3135220182,0.4690956604661956,-0.7334654770618733,1.6131828451802492e-05
1405.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19682.99169929217,-101899.87102563198,94270.76020148143,0.4699527794425791,-0.7290410408910081,-0.0040828164765222
1410.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19541.94154734148,-102117.97059160104,94268.9782044004,0.4708012546092824,-0.7246202128558161,-0.00816959634665
1415.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19400.638350530266,-102334.74403382838,94265.97116360346,0.4716411476578375,-0.7202029151357847,-0.012244331537868
1420.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19259.08467492193,-102550.19240091,94261.7426749781,0.4724725192930962,-0.7157890702679384,-0.0163071444561879
1425.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-19117.28306853079,-102764.31671823344,94256.29629787308,0.4732954292477025,-0.7113786011394374,-0.0203581561793503
1430.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-18975.23606156316,-102977.11798809124,94249.63555549354,0.4741099362967959,-0.7069714309798879,-0.0243974864780767
1435.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-18832.946166748603,-103188.59718977414,94241.76393529066,0.4749160982717447,-0.7025674833541571,-0.0284252538369223
1440.0,52.7584,123.0489,0.8164697,310.7158,0.2585,0.37803381,-18690.415879582615,-103398.75527967734,94232.6848893443,0.4757139720741703,-0.6981666821548553,-0.0324415754747544
