epoch;name;line1;line2
2025-07-30T10:50:42.999648+00:00;ISS;1 25544U 98067A   25211.45188657  .00012646  00000-0  22742-3 0  9994;2 25544  51.6362  92.6301 0002121 130.3479 220.4446 15.50222022521864
2025-07-30T03:44:03.247296+00:00;ISS;1 25544U 98067A   25211.15559314  .00012687  00000-0  22820-3 0  9995;2 25544  51.6363  94.0992 0002130 129.4737   6.6755 15.50214428521827
2025-07-29T22:54:54.563616+00:00;ISS;1 25544U 98067A   25210.95479819  .00012698  00000-0  22842-3 0  9999;2 25544  51.6359  95.0939 0002163 129.4454 325.3746 15.50209150521799
2025-07-29T21:20:29.542848+00:00;ISS;1 25544U 98067A   25210.88923082  .00012694  00000-0  22837-3 0  9997;2 25544  51.6360  95.4190 0002167 129.1276 319.5356 15.50207453521782
2025-07-29T11:40:40.918080+00:00;ISS;1 25544U 98067A   25210.48658470  .00012831  00000-0  23083-3 0  9996;2 25544  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064521726
2025-07-29T11:40:40.918080+00:00;ISS;1 25544U 98067A   25210.48658470  .00012831  00000-0  23083-3 0  9996;2 25544  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064521726
2025-07-29T03:56:31.819488+00:00;ISS;1 25544U 98067A   25210.16425717  .00013032  00000-0  23438-3 0  9995;2 25544  51.6345  99.0171 0001921 128.7802 231.3359 15.50188201521672
2025-07-28T20:12:22.570560+00:00;ISS;1 25544U 98067A   25209.84192790  .00012388  00000-0  22329-3 0  9991;2 25544  51.6345 100.6151 0001954 128.2115 231.9050 15.50179196521629
2025-07-28T16:00:21.422304+00:00;ISS;1 25544U 98067A   25209.66691461  .00012424  00000-0  22393-3 0  9992;2 25544  51.6363 101.4799 0002251 122.9566 339.8304 15.50175539521591
2025-07-28T12:43:57.745344+00:00;ISS;1 25544U 98067A   25209.53052946  .00010153  00000-0  18456-3 0  9999;2 25544  51.6365 102.1566 0002296 124.9672 296.1947 15.50167078521577
2025-07-28T03:11:13.682400+00:00;ISS;1 25544U 98067A   25209.13279725  .00012211  00000-0  22036-3 0  9997;2 25544  51.6347 104.1294 0001992 125.2997 234.8178 15.50161265521514
2025-07-27T19:27:03.955680+00:00;ISS;1 25544U 98067A   25208.81046245  .00013125  00000-0  23629-3 0  9994;2 25544  51.6345 105.7265 0001992 123.7631 236.3548 15.50154127521466
2025-07-27T19:27:03.955680+00:00;ISS;1 25544U 98067A   25208.81046245  .00013125  00000-0  23629-3 0  9994;2 25544  51.6345 105.7265 0001992 123.7631 236.3548 15.50154127521466
2025-07-27T10:10:04.110816+00:00;ISS;1 25544U 98067A   25208.42365869  .00012658  00000-0  22826-3 0  9995;2 25544  51.6346 107.6436 0001982 121.6825 238.4357 15.50142938521401
2025-07-27T10:10:04.110816+00:00;ISS;1 25544U 98067A   25208.42365869  .00012658  00000-0  22826-3 0  9995;2 25544  51.6346 107.6436 0001982 121.6825 238.4357 15.50142938521401
2025-07-27T03:58:44.083200+00:00;ISS;1 25544U 98067A   25208.16578800  .00012255  00000-0  22132-3 0  9990;2 25544  51.6347 108.9215 0001985 120.4338 239.6847 15.50135736521360
2025-07-26T20:14:33.902016+00:00;ISS;1 25544U 98067A   25207.84344794  .00013732  00000-0  24705-3 0  9996;2 25544  51.6348 110.5189 0001998 119.2234 240.8955 15.50128866521310
2025-07-26T20:14:33.902016+00:00;ISS;1 25544U 98067A   25207.84344794  .00013732  00000-0  24705-3 0  9996;2 25544  51.6348 110.5189 0001998 119.2234 240.8955 15.50128866521310
2025-07-26T10:57:33.525792+00:00;ISS;1 25544U 98067A   25207.45663803  .00012060  00000-0  21808-3 0  9992;2 25544  51.6349 112.4361 0002001 117.5296 242.5896 15.50115304521258
2025-07-26T03:13:22.989504+00:00;ISS;1 25544U 98067A   25207.13429386  .00011750  00000-0  21275-3 0  9996;2 25544  51.6350 114.0333 0002014 117.9284 242.1909 15.50106102521204
2025-07-25T19:29:12.295968+00:00;ISS;1 25544U 98067A   25206.81194787  .00012404  00000-0  22419-3 0  9992;2 25544  51.6349 115.6307 0002039 116.0310 244.0889 15.50098341521154
2025-07-25T19:29:12.295968+00:00;ISS;1 25544U 98067A   25206.81194787  .00012404  00000-0  22419-3 0  9992;2 25544  51.6349 115.6307 0002039 116.0310 244.0889 15.50098341521154
2025-07-25T10:12:11.271744+00:00;ISS;1 25544U 98067A   25206.42513046  .00012218  00000-0  22104-3 0  9996;2 25544  51.6348 117.5476 0002053 115.0064 245.1138 15.50086892521092
2025-07-25T10:12:11.271744+00:00;ISS;1 25544U 98067A   25206.42513046  .00012218  00000-0  22104-3 0  9996;2 25544  51.6348 117.5476 0002053 115.0064 245.1138 15.50086892521092
2025-07-25T04:00:50.445792+00:00;ISS;1 25544U 98067A   25206.16725053  .00012111  00000-0  21923-3 0  9990;2 25544  51.6348 118.8254 0002056 114.0852 246.0352 15.50079803521055
2025-07-25T01:46:04.999872+00:00;ISS;1 25544U 98067A   25206.07366898  .00010300  00000-0  18772-3 0  9994;2 25544  51.6365 119.2875 0002108 110.3669  87.1931 15.50075105521037
2025-07-25T01:46:04.999872+00:00;ISS;1 25544U 98067A   25206.07366898  .00002888  00000-0  58421-4 0  9992;2 25544  51.6359 119.2865 0002314 115.2752  82.2821 15.50066657521031
2025-07-24T20:44:35.754144+00:00;ISS;1 25544U 98067A   25205.86430271  .00015035  00000-0  27019-3 0  9991;2 25544  51.6365 120.3226 0002384 116.0513 352.4252 15.50076300521006
2025-07-24T20:16:39.270144+00:00;ISS;1 25544U 98067A   25205.84489896  .00013608  00000-0  24538-3 0  9993;2 25544  51.6347 120.4226 0002064 112.9750 247.1457 15.50072701521008
2025-07-24T06:49:01.436160+00:00;ISS;1 25544U 98067A   25205.28404440  .00015062  00000-0  27083-3 0  9997;2 25544  51.6343 123.2017 0002451 114.2122 354.1397 15.50057991520916
2025-07-24T06:49:01.436160+00:00;ISS;1 25544U 98067A   25205.28404440  .00015062  00000-0  27083-3 0  9997;2 25544  51.6343 123.2017 0002451 114.2122 354.1397 15.50057991520916
2025-07-23T19:45:44.447904+00:00;ISS;1 25544U 98067A   25204.82343111  .00009030  00000-0  16581-3 0  9992;2 25544  51.6344 125.4774 0002359 111.9505 304.3927 15.50035709520848
2025-07-23T06:00:41.129856+00:00;ISS;1 25544U 98067A   25204.25047604  .00008934  00000-0  16419-3 0  9999;2 25544  51.6351 128.3174 0002345 109.2368 347.8357 15.50024026520753
2025-07-23T04:02:50.578944+00:00;ISS;1 25544U 98067A   25204.16864096  .00010724  00000-0  19544-3 0  9993;2 25544  51.6344 128.7280 0002115 106.2807 253.8414 15.50025731520740
2025-07-22T20:37:34.924800+00:00;ISS;1 25544U 98067A   25203.85943200  .00007986  00000-0  14768-3 0  9992;2 25544  51.6350 130.2539 0002379 110.1784 323.3914 15.50013182520691
2025-07-22T17:34:40.084896+00:00;ISS;1 25544U 98067A   25203.73240839  .00010456  00000-0  19082-3 0  9997;2 25544  51.6353 130.8857 0002081  97.6914 346.6167 15.50017352520676
2025-07-22T06:49:03.601344+00:00;ISS;1 25544U 98067A   25203.28406946  .00007704  00000-0  14281-3 0  9998;2 25544  51.6349 133.1037 0002640 116.9619 343.9417 15.50001703520609
2025-07-22T06:23:04.197984+00:00;ISS;1 25544U 98067A   25203.26602081  .00008853  00000-0  16288-3 0  9999;2 25544  51.6339 133.1999 0002173 103.8590 256.2641 15.50004651520609
2025-07-22T06:23:04.197120+00:00;ISS;1 25544U 98067A   25203.26602080  .00008563  00000-0  15783-3 0  9995;2 25544  51.6339 133.2000 0002192 103.7528 256.3705 15.50004268520600
2025-07-22T03:17:23.197056+00:00;ISS;1 25544U 98067A   25203.13707404  .00008646  00000-0  15929-3 0  9991;2 25544  51.6338 133.8388 0002184 103.1633 256.9600 15.50001978520588
2025-07-21T19:56:30.831360+00:00;ISS;1 25544U 98067A   25202.83091240  .00007383  00000-0  13725-3 0  9990;2 25544  51.6344 135.3507 0002353 107.1014 343.5068 15.49992771520534
2025-07-21T19:33:10.634688+00:00;ISS;1 25544U 98067A   25202.81470642  .00008660  00000-0  15957-3 0  9993;2 25544  51.6337 135.4359 0002195 102.5323 257.5912 15.49996086520533
2025-07-21T15:09:55.214784+00:00;ISS;1 25544U 98067A   25202.63188906  .00007327  00000-0  13628-3 0  9994;2 25544  51.6344 136.3369 0002363 106.2254 313.1028 15.49989292520508
2025-07-21T07:37:13.444608+00:00;ISS;1 25544U 98067A   25202.31751672  .00008283  00000-0  15302-3 0  9998;2 25544  51.6344 137.8967 0002535 105.6905 358.2995 15.49987077520451
2025-07-21T07:10:26.331168+00:00;ISS;1 25544U 98067A   25202.29891587  .00008127  00000-0  15029-3 0  9998;2 25544  51.6336 137.9914 0002208 100.8201 259.3037 15.49985468520458
2025-07-21T04:04:45.197184+00:00;ISS;1 25544U 98067A   25202.16996756  .00007979  00000-0  14772-3 0  9996;2 25544  51.6337 138.6304 0002198 100.2424 259.8813 15.49983035520432
2025-07-20T20:20:32.290080+00:00;ISS;1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997;2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
2025-07-20T20:20:32.290080+00:00;ISS;1 25544U 98067A   25201.84759595  .00007915  00000-0  14663-3 0  9997;2 25544  51.6338 140.2277 0002187  99.1799 260.9438 15.49977817520381
2025-07-20T06:24:56.812608+00:00;ISS;1 25544U 98067A   25201.26732422  .00007301  00000-0  13592-3 0  9992;2 25544  51.6337 143.1027 0002198  97.0892 263.0347 15.49967702520293
2025-07-20T06:24:56.812608+00:00;ISS;1 25544U 98067A   25201.26732422  .00007301  00000-0  13592-3 0  9992;2 25544  51.6337 143.1027 0002198  97.0892 263.0347 15.49967702520293
2025-07-20T04:52:06.181248+00:00;ISS;1 25544U 98067A   25201.20284932  .00007319  00000-0  13625-3 0  9990;2 25544  51.6337 143.4222 0002199  96.8401 263.2838 15.49966786520284
2025-07-19T21:07:52.982976+00:00;ISS;1 25544U 98067A   25200.88047434  .00007045  00000-0  13148-3 0  9993;2 25544  51.6336 145.0193 0002201  95.9395 264.1844 15.49961694520239
2025-07-19T21:07:52.982976+00:00;ISS;1 25544U 98067A   25200.88047434  .00007045  00000-0  13148-3 0  9993;2 25544  51.6336 145.0193 0002201  95.9395 264.1844 15.49961694520239
2025-07-19T08:45:07.704864+00:00;ISS;1 25544U 98067A   25200.36467251  .00005955  00000-0  11241-3 0  9999;2 25544  51.6335 147.5750 0002210  94.1080 266.0162 15.49951966520152
2025-07-19T08:45:07.704864+00:00;ISS;1 25544U 98067A   25200.36467251  .00005955  00000-0  11241-3 0  9999;2 25544  51.6335 147.5750 0002210  94.1080 266.0162 15.49951966520152
2025-07-19T04:06:35.633664+00:00;ISS;1 25544U 98067A   25200.17124576  .00006153  00000-0  11590-3 0  9996;2 25544  51.6335 148.5331 0002204  94.5231 265.6010 15.49949392520127
2025-07-18T20:22:22.154592+00:00;ISS;1 25544U 98067A   25199.84886753  .00007062  00000-0  13184-3 0  9990;2 25544  51.6335 150.1303 0002228  93.4332 266.6912 15.49945849520070
2025-07-18T20:22:22.154592+00:00;ISS;1 25544U 98067A   25199.84886753  .00007062  00000-0  13184-3 0  9990;2 25544  51.6335 150.1303 0002228  93.4332 266.6912 15.49945849520070
2025-07-18T07:59:36.428064+00:00;ISS;1 25544U 98067A   25199.33306051  .00006549  00000-0  12289-3 0  9996;2 25544  51.6335 152.6859 0002245  92.2580 267.8666 15.49936261519990
2025-07-18T07:59:36.428064+00:00;ISS;1 25544U 98067A   25199.33306051  .00006549  00000-0  12289-3 0  9996;2 25544  51.6335 152.6859 0002245  92.2580 267.8666 15.49936261519990
2025-07-18T04:53:54.935520+00:00;ISS;1 25544U 98067A   25199.20410805  .00007024  00000-0  13123-3 0  9992;2 25544  51.6336 153.3248 0002239  91.7860 268.3385 15.49935069519976
2025-07-17T21:17:44.257056+00:00;ISS;1 25544U 98067A   25198.88731779  .00007881  00000-0  14626-3 0  9991;2 25544  51.6349 154.8881 0002269  90.8972 300.4545 15.49933775519929
2025-07-17T18:03:59.633856+00:00;ISS;1 25544U 98067A   25198.75277354  .00006852  00000-0  12824-3 0  9996;2 25544  51.6335 155.5605 0002162  93.1138 267.0098 15.49927767519901
2025-07-17T10:42:19.107936+00:00;ISS;1 25544U 98067A   25198.44605449  .00040320  00000-0  71211-3 0  9995;2 25544  51.6343 157.0763 0002378  91.0646 356.5322 15.49949622519854
2025-07-17T10:19:45.767712+00:00;ISS;1 25544U 98067A   25198.43039083  .00007747  00000-0  14395-3 0  9995;2 25544  51.6338 157.1576 0002273  88.8960 271.2290 15.49923845519854
2025-07-17T05:41:13.396704+00:00;ISS;1 25544U 98067A   25198.23696061  .00005914  00000-0  11182-3 0  9993;2 25544  51.6342 158.1162 0002274  87.0874 273.0375 15.49919983519826
2025-07-16T17:34:25.453920+00:00;ISS;1 25544U 98067A   25197.73223905  .00006509  00000-0  11952-3 0  9996;2 25544  51.6367 160.6113 0002844  25.5140  36.8267 15.50574159519743
2025-07-16T10:11:19.243392+00:00;ISS;1 25544U 98067A   25197.42452828  .00006573  00000-0  12064-3 0  9996;2 25544  51.6363 162.1382 0002825  24.9428 118.6020 15.50569998519690
2025-07-16T04:55:55.186176+00:00;ISS;1 25544U 98067A   25197.20549984  .00006354  00000-0  11690-3 0  9993;2 25544  51.6345 163.2275 0002691  16.9970 343.1109 15.50566696519669
2025-07-16T04:09:47.999808+00:00;ISS;1 25544U 98067A   25197.17347222  .00009093  00000-0  16381-3 0  9995;2 25544  51.6359 163.3798 0002720  24.4643 156.7567 15.50572213519656
2025-07-16T02:10:06.277152+00:00;ISS;1 25544U 98067A   25197.09035043  .00009240  00000-0  16634-3 0  9996;2 25544  51.6361 163.7917 0002716  24.2790  52.6490 15.50571559519642
2025-07-15T19:39:04.274208+00:00;ISS;1 25544U 98067A   25196.81879947  .00007417  00000-0  13514-3 0  9992;2 25544  51.6345 165.1449 0002686  15.6719 344.4352 15.50562767519607
2025-07-15T19:39:04.274208+00:00;ISS;1 25544U 98067A   25196.81879947  .00007417  00000-0  13514-3 0  9992;2 25544  51.6345 165.1449 0002686  15.6719 344.4352 15.50562767519607
2025-07-15T18:23:33.013248+00:00;ISS;1 25544U 98067A   25196.76635432  .00009524  00000-0  17122-3 0  9995;2 25544  51.6362 165.3983 0002690  21.2845  45.8925 15.50566867519590
2025-07-15T10:59:57.661728+00:00;ISS;1 25544U 98067A   25196.45830627  .00009420  00000-0  16948-3 0  9994;2 25544  51.6363 166.9265 0002763  20.6191 125.8861 15.50560360519544
2025-07-15T10:22:13.260288+00:00;ISS;1 25544U 98067A   25196.43209792  .00008795  00000-0  15878-3 0  9990;2 25544  51.6344 167.0626 0002687  14.3724 345.7341 15.50558636519542
2025-07-15T10:22:13.260288+00:00;ISS;1 25544U 98067A   25196.43209792  .00008795  00000-0  15878-3 0  9990;2 25544  51.6344 167.0626 0002687  14.3724 345.7341 15.50558636519542
2025-07-15T04:10:59.191680+00:00;ISS;1 25544U 98067A   25196.17429620  .00009301  00000-0  16747-3 0  9995;2 25544  51.6344 168.3411 0002700  13.1182 346.9877 15.50554616519506
2025-07-14T20:48:53.252064+00:00;ISS;1 25544U 98067A   25195.86728301  .00008471  00000-0  15331-3 0  9993;2 25544  51.6357 169.8553 0002761  17.1347  68.0876 15.50544586519457
2025-07-14T17:21:19.451520+00:00;ISS;1 25544U 98067A   25195.72314180  .00009036  00000-0  16298-3 0  9995;2 25544  51.6344 170.5783 0002691  11.6689 348.4362 15.50545164519433
2025-07-14T09:37:16.660992+00:00;ISS;1 25544U 98067A   25195.40088728  .00008917  00000-0  16098-3 0  9991;2 25544  51.6342 172.1763 0002698  10.2035 349.9008 15.50538108519381
2025-07-14T09:37:16.660992+00:00;ISS;1 25544U 98067A   25195.40088728  .00008917  00000-0  16098-3 0  9991;2 25544  51.6342 172.1763 0002698  10.2035 349.9008 15.50538108519381
2025-07-14T04:58:50.914272+00:00;ISS;1 25544U 98067A   25195.20753373  .00009183  00000-0  16557-3 0  9990;2 25544  51.6342 173.1351 0002688   9.5212 350.5828 15.50534533519355
2025-07-13T19:41:59.297280+00:00;ISS;1 25544U 98067A   25194.82082520  .00010000  00000-0  17963-3 0  9998;2 25544  51.6341 175.0526 0002688   7.9305 352.1726 15.50527943519299
2025-07-13T19:41:59.297280+00:00;ISS;1 25544U 98067A   25194.82082520  .00010000  00000-0  17963-3 0  9998;2 25544  51.6341 175.0526 0002688   7.9305 352.1726 15.50527943519299
2025-07-13T10:25:07.524768+00:00;ISS;1 25544U 98067A   25194.43411487  .00010152  00000-0  18227-3 0  9995;2 25544  51.6340 176.9702 0002675   6.8375 353.2650 15.50520436519237
2025-07-13T10:25:07.524768+00:00;ISS;1 25544U 98067A   25194.43411487  .00010152  00000-0  18227-3 0  9995;2 25544  51.6340 176.9702 0002675   6.8375 353.2650 15.50520436519237
2025-07-13T04:13:52.915296+00:00;ISS;1 25544U 98067A   25194.17630689  .00009469  00000-0  17059-3 0  9994;2 25544  51.6340 178.2487 0002656   5.9347 354.1673 15.50514308519191
2025-07-12T20:29:49.525152+00:00;ISS;1 25544U 98067A   25193.85404543  .00008910  00000-0  16104-3 0  9996;2 25544  51.6339 179.8465 0002658   4.5975 355.5038 15.50507838519141
2025-07-12T20:29:49.525152+00:00;ISS;1 25544U 98067A   25193.85404543  .00008910  00000-0  16104-3 0  9996;2 25544  51.6339 179.8465 0002658   4.5975 355.5038 15.50507838519141
2025-07-12T11:12:57.325824+00:00;ISS;1 25544U 98067A   25193.46733016  .00007927  00000-0  14419-3 0  9997;2 25544  51.6338 181.7640 0002647   3.5819 356.5188 15.50499706519085
2025-07-12T11:12:57.325824+00:00;ISS;1 25544U 98067A   25193.46733016  .00007927  00000-0  14419-3 0  9997;2 25544  51.6338 181.7640 0002647   3.5819 356.5188 15.50499706519085
2025-07-12T03:54:48.420288+00:00;ISS;1 25544U 98067A   25193.16306042  .00007379  00000-0  13481-3 0  9998;2 25544  51.6351 183.2663 0002568   7.8923  92.7205 15.50494620519031
2025-07-11T19:44:49.945056+00:00;ISS;1 25544U 98067A   25192.82280029  .00007397  00000-0  13514-3 0  9993;2 25544  51.6336 184.9598 0002651   0.6164 359.4828 15.50489224518981
2025-07-11T19:44:49.945056+00:00;ISS;1 25544U 98067A   25192.82280029  .00007397  00000-0  13514-3 0  9993;2 25544  51.6336 184.9598 0002651   0.6164 359.4828 15.50489224518981
2025-07-11T10:27:57.371616+00:00;ISS;1 25544U 98067A   25192.43608069  .00006811  00000-0  12510-3 0  9993;2 25544  51.6334 186.8773 0002661 359.1474   0.9510 15.50482195518922
2025-07-11T04:16:42.249792+00:00;ISS;1 25544U 98067A   25192.17826678  .00006493  00000-0  11964-3 0  9990;2 25544  51.6335 188.1561 0002807 356.4989   3.5980 15.50477807518885
2025-07-11T01:38:53.979648+00:00;ISS;1 25544U 98067A   25192.06868032  .00007702  00000-0  14043-3 0  9993;2 25544  51.6350 188.6924 0002542   3.1279 104.8925 15.50478674518869
2025-07-10T19:14:45.765312+00:00;ISS;1 25544U 98067A   25191.80191858  .00007787  00000-0  14191-3 0  9996;2 25544  51.6351 190.0161 0002163   2.7467  55.3035 15.50474527518824
2025-07-10T11:50:54.471264+00:00;ISS;1 25544U 98067A   25191.49368601  .00007939  00000-0  14455-3 0  9995;2 25544  51.6350 191.5447 0002161   1.4001 135.0516 15.50469967518770
2025-07-10T05:27:30.808224+00:00;ISS;1 25544U 98067A   25191.22743991  .00007981  00000-0  14530-3 0  9996;2 25544  51.6351 192.8633 0002509   1.3942  87.9726 15.50465878518732
2025-07-09T20:03:13.146048+00:00;ISS;1 25544U 98067A   25190.83556882  .00008089  00000-0  14719-3 0  9992;2 25544  51.6355 194.8070 0002240 357.9627  62.6688 15.50459844518671
2025-07-09T19:47:36.861216+00:00;ISS;1 25544U 98067A   25190.82473219  .00007387  00000-0  13511-3 0  9992;2 25544  51.6333 194.8671 0002624 353.3499   6.7454 15.50457452518670
2025-07-09T12:30:53.002656+00:00;ISS;1 25544U 98067A   25190.52144679  .00007341  00000-0  13435-3 0  9999;2 25544  51.6352 196.3664 0002539 358.9095 107.2378 15.50452632518620
2025-07-09T00:35:34.360800+00:00;ISS;1 25544U 98067A   25190.02470325  .00008280  00000-0  15053-3 0  9995;2 25544  51.6358 198.8275 0002118 354.0350 217.6565 15.50447055518543
2025-07-08T20:35:23.436096+00:00;ISS;1 25544U 98067A   25189.85791014  .00007133  00000-0  13082-3 0  9991;2 25544  51.6334 199.6604 0002569 349.2805  10.8129 15.50441982518523
2025-07-08T20:35:23.436096+00:00;ISS;1 25544U 98067A   25189.85791014  .00007133  00000-0  13082-3 0  9991;2 25544  51.6334 199.6604 0002569 349.2805  10.8129 15.50441982518523
2025-07-08T13:28:36.763104+00:00;ISS;1 25544U 98067A   25189.56153661  .00008304  00000-0  15099-3 0  9990;2 25544  51.6358 201.1248 0001929 350.4791 154.2966 15.50439163518473
2025-07-08T13:28:36.763104+00:00;ISS;1 25544U 98067A   25189.56153661  .00008505  00000-0  15444-3 0  9997;2 25544  51.6361 201.1254 0002108 351.9340 152.8396 15.50439726518476
2025-07-08T13:28:36.763104+00:00;ISS;1 25544U 98067A   25189.56153661  .00008259  00000-0  15022-3 0  9995;2 25544  51.6359 201.1248 0002057 352.4632 152.3101 15.50438911518473
2025-07-08T12:51:18.785376+00:00;ISS;1 25544U 98067A   25189.53563409  .00007410  00000-0  13560-3 0  9990;2 25544  51.6334 201.2582 0002557 348.2513  11.8416 15.50437182518471
2025-07-08T11:18:29.845728+00:00;ISS;1 25544U 98067A   25189.47117877  .00007484  00000-0  13689-3 0  9990;2 25544  51.6335 201.5778 0002556 347.9995  12.0932 15.50436111518467
2025-07-08T05:07:14.033568+00:00;ISS;1 25544U 98067A   25189.21335687  .00007259  00000-0  13303-3 0  9996;2 25544  51.6336 202.8559 0002499 346.6817  13.4106 15.50431524518421
2025-07-08T04:04:36.426720+00:00;ISS;1 25544U 98067A   25189.16986605  .00007588  00000-0  13870-3 0  9996;2 25544  51.6362 203.0667 0002151 350.1358 127.0487 15.50429366518412
2025-07-08T00:35:01.368960+00:00;ISS;1 25544U 98067A   25189.02432140  .00007460  00000-0  13652-3 0  9998;2 25544  51.6367 203.7870 0002162 349.2763  35.0069 15.50426481518397
2025-07-07T19:49:11.000064+00:00;ISS;1 25544U 98067A   25188.82582176  .00007346  00000-0  13458-3 0  9997;2 25544  51.6366 204.7716 0002141 348.1048   7.5113 15.50422679518352
2025-07-07T18:17:31.253856+00:00;ISS;1 25544U 98067A   25188.76216729  .00007482  00000-0  13691-3 0  9998;2 25544  51.6337 205.0932 0002559 345.2175  14.8739 15.50423801518359
2025-07-07T18:12:48.999744+00:00;ISS;1 25544U 98067A   25188.75890046  .00007967  00000-0  14526-3 0  9993;2 25544  51.6365 205.1058 0002090 346.9572 354.8920 15.50423828518346
2025-07-07T12:06:15.305184+00:00;ISS;1 25544U 98067A   25188.50434381  .00007994  00000-0  14575-3 0  9996;2 25544  51.6337 206.3714 0002551 344.5753  15.5158 15.50419404518310
2025-07-07T12:06:15.305184+00:00;ISS;1 25544U 98067A   25188.50434381  .00007994  00000-0  14575-3 0  9996;2 25544  51.6337 206.3714 0002551 344.5753  15.5158 15.50419404518310
2025-07-07T09:24:14.393664+00:00;ISS;1 25544U 98067A   25188.39183326  .00007084  00000-0  13010-3 0  9996;2 25544  51.6363 206.9237 0002192 345.2586 106.4404 15.50414693518294
2025-07-07T06:17:07.143072+00:00;ISS;1 25544U 98067A   25188.26188823  .00006901  00000-0  12695-3 0  9994;2 25544  51.6365 207.5680 0002168 344.4653 101.4649 15.50411937518276
2025-07-06T12:53:59.854848+00:00;ISS;1 25544U 98067A   25187.53749832  .00007443  00000-0  13634-3 0  9992;2 25544  51.6339 211.1650 0002531 341.3331  18.7565 15.50400814518165
2025-07-06T12:53:59.854848+00:00;ISS;1 25544U 98067A   25187.53749832  .00007443  00000-0  13634-3 0  9992;2 25544  51.6339 211.1650 0002531 341.3331  18.7565 15.50400814518165
2025-07-06T05:09:54.448128+00:00;ISS;1 25544U 98067A   25187.21521352  .00007482  00000-0  13705-3 0  9994;2 25544  51.6341 212.7627 0002517 339.7243  20.3646 15.50395869518113
2025-07-06T02:12:59.620608+00:00;ISS;1 25544U 98067A   25187.09235672  .00006794  00000-0  12518-3 0  9993;2 25544  51.6367 213.3667 0002114 338.6457  55.2833 15.50394399518099
2025-07-05T19:52:59.834784+00:00;ISS;1 25544U 98067A   25186.82847031  .00007133  00000-0  13106-3 0  9993;2 25544  51.6342 214.6801 0002507 338.0294  22.0587 15.50389624518054
2025-07-05T19:52:59.834784+00:00;ISS;1 25544U 98067A   25186.82847031  .00007133  00000-0  13106-3 0  9993;2 25544  51.6342 214.6801 0002507 338.0294  22.0587 15.50389624518054
2025-07-05T12:08:54.250080+00:00;ISS;1 25544U 98067A   25186.50618345  .00006730  00000-0  12412-3 0  9993;2 25544  51.6343 216.2777 0002492 336.9059  23.1817 15.50384048518002
2025-07-05T12:08:54.250080+00:00;ISS;1 25544U 98067A   25186.50618345  .00006730  00000-0  12412-3 0  9993;2 25544  51.6343 216.2777 0002492 336.9059  23.1817 15.50384048518002
2025-07-05T04:24:48.525408+00:00;ISS;1 25544U 98067A   25186.18389497  .00006732  00000-0  12417-3 0  9997;2 25544  51.6345 217.8755 0002490 335.5645  24.5226 15.50380546517952
2025-07-04T19:07:53.593248+00:00;ISS;1 25544U 98067A   25185.79714807  .00005496  00000-0  10287-3 0  9999;2 25544  51.6344 219.7923 0002451 333.2220  26.8642 15.50372911517897
2025-07-04T19:07:53.593248+00:00;ISS;1 25544U 98067A   25185.79714807  .00005496  00000-0  10287-3 0  9999;2 25544  51.6344 219.7923 0002451 333.2220  26.8642 15.50372911517897
2025-07-04T11:23:47.709600+00:00;ISS;1 25544U 98067A   25185.47485775  .00005492  00000-0  10282-3 0  9994;2 25544  51.6344 221.3901 0002450 331.8120  28.2736 15.50368910517843
2025-07-04T11:23:47.709600+00:00;ISS;1 25544U 98067A   25185.47485775  .00005492  00000-0  10282-3 0  9994;2 25544  51.6344 221.3901 0002450 331.8120  28.2736 15.50368910517843
2025-07-04T03:39:41.749920+00:00;ISS;1 25544U 98067A   25185.15256655  .00005556  00000-0  10394-3 0  9997;2 25544  51.6344 222.9877 0002427 330.6237  29.4615 15.50365120517795
2025-07-04T03:39:41.749920+00:00;ISS;1 25544U 98067A   25185.15256655  .00005556  00000-0  10394-3 0  9997;2 25544  51.6344 222.9877 0002427 330.6237  29.4615 15.50365120517795
2025-07-03T17:17:19.078944+00:00;ISS;1 25544U 98067A   25184.72035971  .00008064  00000-0  14724-3 0  9993;2 25544  51.6362 225.1235 0002091 328.2731 137.9413 15.50362223517722
2025-07-03T13:44:18.835872+00:00;ISS;1 25544U 98067A   25184.57244023  .00005600  00000-0  10472-3 0  9995;2 25544  51.6344 225.8637 0002404 328.2751  31.8093 15.50358139517700
2025-07-03T12:49:30.188352+00:00;ISS;1 25544U 98067A   25184.53437718  .00007716  00000-0  14126-3 0  9996;2 25544  51.6361 226.0493 0002153 329.4547 178.0509 15.50360675517691
2025-07-03T10:38:40.393248+00:00;ISS;1 25544U 98067A   25184.44352307  .00005261  00000-0  98866-4 0  9993;2 25544  51.6345 226.5029 0002404 327.7147  32.3695 15.50355829517681
2025-07-03T04:27:23.440608+00:00;ISS;1 25544U 98067A   25184.18568797  .00005524  00000-0  10343-3 0  9991;2 25544  51.6344 227.7809 0002392 326.5974  33.4863 15.50353239517648
